p3coe,pos_ocu,emple7c,p4a,sinco_original,egp_original,egp_oficial,revision,registros,poblacion,cmo_label,destinos,etiquetas_destinos
6110,1,7,4310,1512,2,2,original_coincide_con_consenso_oficial,1,226,"Jefes de departamento, coordinadores y supervisores en contabilidad y finanzas",1512|3101,"1512 Coordinadores y jefes de área en servicios contables, financieros, banca y seguros || 3101 Supervisores de secretarias, capturistas, cajeros y trabajadores de control de archivo y transporte"
6180,1,3,5240,1723,2,NA,requiere_revision_semantica,2,225,"Otros jefes de departamento, coordinadores y supervisores en actividades no clasificadas anteriormente",1723|5201|9601,"1723 Coordinadores y jefes de área en servicios funerarios y otros servicios || 5201 Supervisores y encargados de trabajadores en cuidados personales y del hogar || 9601 Supervisores en limpieza, amas de llaves, mayordomos y en estacionamientos"
8150,1,2,7221,3222,4,NA,requiere_revision_semantica,1,225,"Trabajadores de apoyo para la realización de espectáculos, turismo y deporte",3222|4233|5251|5254|9713,"3222 Guías de turismo en museos, casinos, parques, cines y otros centros recreativos || 4233 Modelos de moda, arte y publicidad || 5251 Astrólogos, adivinadores y afines || 5254 Entrenadores de animales y ocupaciones relacionadas con el cuidado de mascotas || 9713 Trabajadores de apoyo a la realización de espectáculos, deportes y en parques de diversiones"
6160,1,6,4330,1711,1,1,original_coincide_con_consenso_oficial,2,225,"Jefes de departamento, coordinadores y supervisores en servicios de restaurante, hospedaje y comercio",1711|1712,"1711 Coordinadores y jefes de área de ventas, comercialización y alquiler || 1712 Coordinadores y jefes de área de restaurantes y hoteles"
2124,2,7,2361,1312,2,2,original_coincide_con_consenso_oficial,2,225,"Directores, gerentes y administradores de área o establecimientos en actividades de producción en industrias manufactureras, en la construcción y los servicios de reparación y mantenimiento",1312|1313|1314|1315,"1312 Directores y gerentes en producción minera, petrolera y gas || 1313 Directores y gerentes en generación y provisión de energía eléctrica y agua || 1314 Directores y gerentes en producción manufacturera || 1315 Directores y gerentes en construcción, reparación y mantenimiento"
2121,1,3,5611,1211,2,NA,requiere_revision_semantica,1,224,"Directores, gerentes y administradores de área o establecimientos de finanzas, contabilidad, recursos humanos, administración e impartición de justicia",1211|1212|1224|1321,"1211 Directores y gerentes en administración, recursos humanos y mercadotecnia || 1212 Directores y gerentes en servicios contables, financieros, banca y seguros || 1224 Jueces de juzgado, directores y gerentes en servicios legales y procuración de justicia || 1321 Directores y gerentes en informática"
6160,1,3,4340,1711,2,2,original_coincide_con_consenso_oficial,2,224,"Jefes de departamento, coordinadores y supervisores en servicios de restaurante, hospedaje y comercio",1711|1712,"1711 Coordinadores y jefes de área de ventas, comercialización y alquiler || 1712 Coordinadores y jefes de área de restaurantes y hoteles"
4134,1,4,1130,6225,13,NA,requiere_revision_semantica,1,223,Cortadores y recolectores de leña,6225|9124,6225 Cortadores de leña || 9124 Recolectores de leña y acarreadores de agua
6260,1,6,9312,3141,3,3,original_coincide_con_consenso_oficial,2,223,"Despachadores, checadores y similares en la operación del transporte",3141|3142,3141 Despachadores de transporte || 3142 Checadores y revisores de transporte
4160,3,1,1150,6117,12,12,original_coincide_con_consenso_oficial,1,223,Trabajadores en actividades de beneficio de productos agropecuarios,6117|6128,6117 Trabajadores en actividades de beneficio de productos agrícolas || 6128 Trabajadores en actividades de beneficio de productos pecuarios
2124,1,7,2361,1312,2,2,original_coincide_con_consenso_oficial,2,222,"Directores, gerentes y administradores de área o establecimientos en actividades de producción en industrias manufactureras, en la construcción y los servicios de reparación y mantenimiento",1312|1313|1314|1315,"1312 Directores y gerentes en producción minera, petrolera y gas || 1313 Directores y gerentes en generación y provisión de energía eléctrica y agua || 1314 Directores y gerentes en producción manufacturera || 1315 Directores y gerentes en construcción, reparación y mantenimiento"
7201,1,5,4651,4224,3,NA,requiere_revision_semantica,1,222,Vendedores ambulantes de artículos diversos,4224|9512|9661|9663,4224 Vendedores por catálogo || 9512 Vendedores ambulantes de artículos diversos (excluyendo los de venta de alimentos) || 9661 Recolectores de basura y material reciclable || 9663 Recolectores de otros materiales
6180,1,5,6221,1723,1,NA,requiere_revision_semantica,2,222,"Otros jefes de departamento, coordinadores y supervisores en actividades no clasificadas anteriormente",1723|5201|9601,"1723 Coordinadores y jefes de área en servicios funerarios y otros servicios || 5201 Supervisores y encargados de trabajadores en cuidados personales y del hogar || 9601 Supervisores en limpieza, amas de llaves, mayordomos y en estacionamientos"
5551,1,3,4340,9322,NA,NA,original_tampoco_resuelve,1,222,"Conductores de transporte de tracción animal (carretas, arrieros)",9322,"9322 Conductores de transporte de tracción animal (carretas, arrieros, etcétera)"
6101,1,5,9312,1523,1,NA,requiere_revision_semantica,2,222,"Jefes de departamento, coordinadores y supervisores en servicios de educación",1523|2311,1523 Coordinadores y jefes de área en centros de enseñanza y capacitación || 2311 Supervisores e inspectores educativos
5141,1,7,4681,2630,2,NA,requiere_revision_semantica,2,222,"Supervisores, inspectores y similares en la fabricación metalúrgica y en la fabricación de productos eléctricos y electrónicos, la reparación y mantenimiento de maquinaria y productos metálicos y de precisión",2630|7201|8201,"2630 Supervisores de mecánicos y técnicos en mantenimiento y reparación de equipos mecánicos, vehículos de motor, instrumentos industriales y equipo de refrigeración || 7201 Supervisores de artesanos y trabajadores en el tratamiento y elaboración de productos de metal || 8201 Supervisores en procesos de ensamblado y montaje de maquinaria, herramientas y productos metálicos y electrónicos"
6121,1,6,3250,1623,1,NA,requiere_revision_semantica,2,221,"Jefes de departamento, coordinadores y supervisores en la coordinación del transporte",1623|2661|2662|8301,"1623 Coordinadores y jefes de área en servicios de transporte || 2661 Controladores de tráfico aéreo || 2662 Controladores de tráfico de otros transportes (terrestre, ferroviario y marítimo) || 8301 Supervisores de conductores de transporte y de maquinaria móvil"
5249,1,2,4661,2639,9,9,original_coincide_con_consenso_oficial,1,220,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este subgrupo,2639|7214,"2639 Otras ocupaciones de mecánicos y técnicos en el mantenimiento y reparación de equipos mecánicos, vehículos de motor e instrumentos industriales, no clasificados anteriormente || 7214 Montadores de estructuras metálicas"
8150,3,1,5411,3222,6,NA,requiere_revision_semantica,1,219,"Trabajadores de apoyo para la realización de espectáculos, turismo y deporte",3222|4233|5251|5254|9713,"3222 Guías de turismo en museos, casinos, parques, cines y otros centros recreativos || 4233 Modelos de moda, arte y publicidad || 5251 Astrólogos, adivinadores y afines || 5254 Entrenadores de animales y ocupaciones relacionadas con el cuidado de mascotas || 9713 Trabajadores de apoyo a la realización de espectáculos, deportes y en parques de diversiones"
6160,1,2,4620,1711,2,2,original_coincide_con_consenso_oficial,2,219,"Jefes de departamento, coordinadores y supervisores en servicios de restaurante, hospedaje y comercio",1711|1712,"1711 Coordinadores y jefes de área de ventas, comercialización y alquiler || 1712 Coordinadores y jefes de área de restaurantes y hoteles"
5190,1,6,6222,NA,NA,NA,original_tampoco_resuelve,2,219,NA,NA,NA
1204,3,1,4882,2621,2,NA,requiere_revision_semantica,1,219,"Técnicos en ingeniería química, industrial y mecánica",2621|2631|2633|2635|2637|2645,"2621 Auxiliares y técnicos industriales y químicos || 2631 Técnicos en mantenimiento y reparación de vehículos de motor || 2633 Técnicos en mantenimiento y reparación de maquinaria e instrumentos industriales || 2635 Técnicos en mantenimiento y reparación de instrumentos de precisión y musicales || 2637 Técnicos en la instalación, reparación y mantenimiento de equipos de refrigeración, climas y aire acondicionado || 2645 Técnicos en reparación de equipos electromecánicos"
5170,1,6,2122,1613,1,NA,requiere_revision_semantica,1,219,"Jefes, coordinadores y similares en la generación de energía, la instalación, reparación y mantenimiento de equipo eléctrico y de telecomunicaciones",1613|8101,1613 Coordinadores y jefes de área en generación y provisión de energía eléctrica y agua || 8101 Supervisores de operadores de maquinaria industrial
5249,1,5,9800,2639,8,8,original_coincide_con_consenso_oficial,1,218,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este subgrupo,2639|7214,"2639 Otras ocupaciones de mecánicos y técnicos en el mantenimiento y reparación de equipos mecánicos, vehículos de motor e instrumentos industriales, no clasificados anteriormente || 7214 Montadores de estructuras metálicas"
6121,2,3,4840,1623,2,2,original_coincide_con_consenso_oficial,2,218,"Jefes de departamento, coordinadores y supervisores en la coordinación del transporte",1623|2661|2662|8301,"1623 Coordinadores y jefes de área en servicios de transporte || 2661 Controladores de tráfico aéreo || 2662 Controladores de tráfico de otros transportes (terrestre, ferroviario y marítimo) || 8301 Supervisores de conductores de transporte y de maquinaria móvil"
6110,1,6,3250,1512,1,NA,requiere_revision_semantica,1,218,"Jefes de departamento, coordinadores y supervisores en contabilidad y finanzas",1512|3101,"1512 Coordinadores y jefes de área en servicios contables, financieros, banca y seguros || 3101 Supervisores de secretarias, capturistas, cajeros y trabajadores de control de archivo y transporte"
1204,1,6,4620,2621,2,NA,requiere_revision_semantica,2,216,"Técnicos en ingeniería química, industrial y mecánica",2621|2631|2633|2635|2637|2645,"2621 Auxiliares y técnicos industriales y químicos || 2631 Técnicos en mantenimiento y reparación de vehículos de motor || 2633 Técnicos en mantenimiento y reparación de maquinaria e instrumentos industriales || 2635 Técnicos en mantenimiento y reparación de instrumentos de precisión y musicales || 2637 Técnicos en la instalación, reparación y mantenimiento de equipos de refrigeración, climas y aire acondicionado || 2645 Técnicos en reparación de equipos electromecánicos"
5141,1,7,2370,2630,2,NA,requiere_revision_semantica,2,216,"Supervisores, inspectores y similares en la fabricación metalúrgica y en la fabricación de productos eléctricos y electrónicos, la reparación y mantenimiento de maquinaria y productos metálicos y de precisión",2630|7201|8201,"2630 Supervisores de mecánicos y técnicos en mantenimiento y reparación de equipos mecánicos, vehículos de motor, instrumentos industriales y equipo de refrigeración || 7201 Supervisores de artesanos y trabajadores en el tratamiento y elaboración de productos de metal || 8201 Supervisores en procesos de ensamblado y montaje de maquinaria, herramientas y productos metálicos y electrónicos"
6260,1,5,2370,3141,3,3,original_coincide_con_consenso_oficial,2,215,"Despachadores, checadores y similares en la operación del transporte",3141|3142,3141 Despachadores de transporte || 3142 Checadores y revisores de transporte
1204,1,5,4661,2621,2,NA,requiere_revision_semantica,1,215,"Técnicos en ingeniería química, industrial y mecánica",2621|2631|2633|2635|2637|2645,"2621 Auxiliares y técnicos industriales y químicos || 2631 Técnicos en mantenimiento y reparación de vehículos de motor || 2633 Técnicos en mantenimiento y reparación de maquinaria e instrumentos industriales || 2635 Técnicos en mantenimiento y reparación de instrumentos de precisión y musicales || 2637 Técnicos en la instalación, reparación y mantenimiento de equipos de refrigeración, climas y aire acondicionado || 2645 Técnicos en reparación de equipos electromecánicos"
