strategy,record_coverage_4d,population_coverage_4d,record_coverage_3d,population_coverage_3d,record_coverage_2d,population_coverage_2d,record_coverage_1d,population_coverage_1d,cmo,records,population,records_4d,population_4d,records_3d,population_3d,records_2d,population_2d,records_1d,population_1d,cmo_label,official_destinations_4d,official_n_destinations_4d,official_maximum_level,review_rules,review_rule_types,review_scopes,application_variables,panel_pair_n_max,panel_forward_share_max,panel_reverse_share_max
oficial_panel_enoe,1,1,1,1,1,1,1,1,8102,6,6126,6,6126,6,6126,6,6126,6,6126,Azafatas y sobrecargos,5231,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5307,17,5838,17,5838,17,5838,17,5838,17,5838,"Operadores de máquinas en la fabricación de aceite, grasas, sal y especias",8161,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5307,17,5838,17,5838,17,5838,17,5838,17,5838,"Operadores de máquinas en la fabricación de aceite, grasas, sal y especias",8161,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5307,17,5838,17,5838,17,5838,17,5838,17,5838,"Operadores de máquinas en la fabricación de aceite, grasas, sal y especias",8161,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5341,22,5628,22,5628,22,5628,22,5628,22,5628,Operadores de máquinas trefiladoras y estiradoras de metales,8122,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5341,22,5628,22,5628,22,5628,22,5628,22,5628,Operadores de máquinas trefiladoras y estiradoras de metales,8122,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5341,22,5628,22,5628,22,5628,22,5628,22,5628,Operadores de máquinas trefiladoras y estiradoras de metales,8122,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5530,21,5558,21,5558,21,5558,21,5558,21,5558,Conductores de transporte aéreo,8311,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5530,21,5558,21,5558,21,5558,21,5558,21,5558,Conductores de transporte aéreo,8311,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5530,21,5558,21,5558,21,5558,21,5558,21,5558,Conductores de transporte aéreo,8311,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5360,19,5334,19,5334,19,5334,19,5334,19,5334,"Operadores de equipo portátil especializado para la construcción (perforadora, barrenadora, compresora, etcétera)",8114,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5360,19,5334,19,5334,19,5334,19,5334,19,5334,"Operadores de equipo portátil especializado para la construcción (perforadora, barrenadora, compresora, etcétera)",8114,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5360,19,5334,19,5334,19,5334,19,5334,19,5334,"Operadores de equipo portátil especializado para la construcción (perforadora, barrenadora, compresora, etcétera)",8114,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,4116,25,5256,25,5256,25,5256,25,5256,25,5256,"Trabajadores en la cría de animales para ornato, espectáculos y laboratorio",6127,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,4116,25,5256,25,5256,25,5256,25,5256,25,5256,"Trabajadores en la cría de animales para ornato, espectáculos y laboratorio",6127,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,4116,25,5256,25,5256,25,5256,25,5256,25,5256,"Trabajadores en la cría de animales para ornato, espectáculos y laboratorio",6127,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,1290,31,5070,31,5070,31,5070,31,5070,31,5070,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,2992,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,1290,31,5070,31,5070,31,5070,31,5070,31,5070,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,2992,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,1290,31,5070,31,5070,31,5070,31,5070,31,5070,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,2992,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,0,0,1,1,1,1,1,1,5249,17,5042,0,0,17,5042,17,5042,17,5042,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este subgrupo,2639|7214,2,unresolved,NA,NA,NA,NA,NA,NA,NA
oficial_panel,0,0,1,1,1,1,1,1,5249,17,5042,0,0,17,5042,17,5042,17,5042,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este subgrupo,2639|7214,2,unresolved,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,0,0,1,1,1,1,1,1,5249,17,5042,0,0,17,5042,17,5042,17,5042,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este subgrupo,2639|7214,2,unresolved,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,1331,19,4995,19,4995,19,4995,19,4995,19,4995,Alfabetizadores,2333,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,1331,19,4995,19,4995,19,4995,19,4995,19,4995,Alfabetizadores,2333,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,1331,19,4995,19,4995,19,4995,19,4995,19,4995,Alfabetizadores,2333,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,4161,15,4869,15,4869,15,4869,15,4869,15,4869,Trabajadores en actividades de beneficio de productos pesqueros,6213,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,4161,15,4869,15,4869,15,4869,15,4869,15,4869,Trabajadores en actividades de beneficio de productos pesqueros,6213,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,4161,15,4869,15,4869,15,4869,15,4869,15,4869,Trabajadores en actividades de beneficio de productos pesqueros,6213,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,4105,37,4724,37,4724,37,4724,37,4724,37,4724,Trabajadores en el cultivo de tabaco,6113,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,4105,37,4724,37,4724,37,4724,37,4724,37,4724,Trabajadores en el cultivo de tabaco,6113,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,4105,37,4724,37,4724,37,4724,37,4724,37,4724,Trabajadores en el cultivo de tabaco,6113,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,6120,31,4650,31,4650,31,4650,31,4650,31,4650,"Jefes de departamento, coordinadores y supervisores en comunicaciones",1622,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,6120,31,4650,31,4650,31,4650,31,4650,31,4650,"Jefes de departamento, coordinadores y supervisores en comunicaciones",1622,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,6120,31,4650,31,4650,31,4650,31,4650,31,4650,"Jefes de departamento, coordinadores y supervisores en comunicaciones",1622,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,4131,8,4568,8,4568,8,4568,8,4568,8,4568,"Caucheros, chicleros, resineros y similares",6222,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,4131,8,4568,8,4568,8,4568,8,4568,8,4568,"Caucheros, chicleros, resineros y similares",6222,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,4131,8,4568,8,4568,8,4568,8,4568,8,4568,"Caucheros, chicleros, resineros y similares",6222,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,0,0,1,1,1,1,1,1,2100,22,4550,0,0,22,4550,22,4550,22,4550,Altas autoridades gubernamentales y legislativas,1111|1112,2,3d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,0,0,1,1,1,1,1,1,2100,22,4550,0,0,22,4550,22,4550,22,4550,Altas autoridades gubernamentales y legislativas,1111|1112,2,3d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,0,0,1,1,1,1,1,1,2100,22,4550,0,0,22,4550,22,4550,22,4550,Altas autoridades gubernamentales y legislativas,1111|1112,2,3d,NA,NA,NA,NA,NA,NA,NA
oficial,0,0,1,1,1,1,1,1,2126,25,4548,0,0,25,4548,25,4548,25,4548,"Directores, gerentes y administradores de área o establecimientos en servicios asistenciales y de readaptación social",1222|1225|1226,3,3d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,0,0,1,1,1,1,1,1,2126,25,4548,0,0,25,4548,25,4548,25,4548,"Directores, gerentes y administradores de área o establecimientos en servicios asistenciales y de readaptación social",1222|1225|1226,3,3d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,0,0,1,1,1,1,1,1,2126,25,4548,0,0,25,4548,25,4548,25,4548,"Directores, gerentes y administradores de área o establecimientos en servicios asistenciales y de readaptación social",1222|1225|1226,3,3d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5510,17,4501,17,4501,17,4501,17,4501,17,4501,"Conductores de transporte en vías férreas (tren, metro y tren ligero)",8331,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5510,17,4501,17,4501,17,4501,17,4501,17,4501,"Conductores de transporte en vías férreas (tren, metro y tren ligero)",8331,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5510,17,4501,17,4501,17,4501,17,4501,17,4501,"Conductores de transporte en vías férreas (tren, metro y tren ligero)",8331,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,4133,14,4439,14,4439,14,4439,14,4439,14,4439,"Trabajadores en actividades de plantación, reforestación y conservación de bosques",6224,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,4133,14,4439,14,4439,14,4439,14,4439,14,4439,"Trabajadores en actividades de plantación, reforestación y conservación de bosques",6224,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,4133,14,4439,14,4439,14,4439,14,4439,14,4439,"Trabajadores en actividades de plantación, reforestación y conservación de bosques",6224,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5543,17,4414,17,4414,17,4414,17,4414,17,4414,"Lancheros, boteros y barqueros",8324,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5543,17,4414,17,4414,17,4414,17,4414,17,4414,"Lancheros, boteros y barqueros",8324,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5543,17,4414,17,4414,17,4414,17,4414,17,4414,"Lancheros, boteros y barqueros",8324,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5540,22,4388,22,4388,22,4388,22,4388,22,4388,Conductores de transporte marítimo,8321,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5540,22,4388,22,4388,22,4388,22,4388,22,4388,Conductores de transporte marítimo,8321,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5540,22,4388,22,4388,22,4388,22,4388,22,4388,Conductores de transporte marítimo,8321,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5511,7,4214,7,4214,7,4214,7,4214,7,4214,Ayudantes de conductores de transporte en vías férreas,9312,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5511,7,4214,7,4214,7,4214,7,4214,7,4214,Ayudantes de conductores de transporte en vías férreas,9312,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5511,7,4214,7,4214,7,4214,7,4214,7,4214,Ayudantes de conductores de transporte en vías férreas,9312,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,1350,15,4193,15,4193,15,4193,15,4193,15,4193,Profesores de discapacitados mentales,2343,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,1350,15,4193,15,4193,15,4193,15,4193,15,4193,Profesores de discapacitados mentales,2343,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,1350,15,4193,15,4193,15,4193,15,4193,15,4193,Profesores de discapacitados mentales,2343,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,1102,22,4136,22,4136,22,4136,22,4136,22,4136,"Ingenieros en minas, metalurgia y petróleo",2254,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,1102,22,4136,22,4136,22,4136,22,4136,22,4136,"Ingenieros en minas, metalurgia y petróleo",2254,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,1102,22,4136,22,4136,22,4136,22,4136,22,4136,"Ingenieros en minas, metalurgia y petróleo",2254,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,1430,18,4118,18,4118,18,4118,18,4118,18,4118,Directores de producciones artísticas,1421,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,1430,18,4118,18,4118,18,4118,18,4118,18,4118,Directores de producciones artísticas,1421,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,1430,18,4118,18,4118,18,4118,18,4118,18,4118,Directores de producciones artísticas,1421,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,1111,7,4012,7,4012,7,4012,7,4012,7,4012,"Matemáticos, estadísticos y actuarios",2212,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,1111,7,4012,7,4012,7,4012,7,4012,7,4012,"Matemáticos, estadísticos y actuarios",2212,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,1111,7,4012,7,4012,7,4012,7,4012,7,4012,"Matemáticos, estadísticos y actuarios",2212,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,2130,31,3993,31,3993,31,3993,31,3993,31,3993,Directivos de partidos políticos,1131,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,2130,31,3993,31,3993,31,3993,31,3993,31,3993,Directivos de partidos políticos,1131,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,2130,31,3993,31,3993,31,3993,31,3993,31,3993,Directivos de partidos políticos,1131,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,0,0,0,0,0,0,0,0,1429,12,3967,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oficial_panel,0,0,0,0,0,0,0,0,1429,12,3967,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,0,0,0,0,0,0,1,1,1429,12,3967,0,0,0,0,0,0,12,3967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,1141,14,3904,14,3904,14,3904,14,3904,14,3904,Ecólogos y profesionistas en ciencias atmosféricas,2223,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,1141,14,3904,14,3904,14,3904,14,3904,14,3904,Ecólogos y profesionistas en ciencias atmosféricas,2223,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,1141,14,3904,14,3904,14,3904,14,3904,14,3904,Ecólogos y profesionistas en ciencias atmosféricas,2223,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,0,0,1,1,1,1,1,1,2133,18,3798,0,0,18,3798,18,3798,18,3798,"Directivos de organizaciones humanitarias, religiosas, asociaciones civiles y ejidales",1134|1135,2,3d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,0,0,1,1,1,1,1,1,2133,18,3798,0,0,18,3798,18,3798,18,3798,"Directivos de organizaciones humanitarias, religiosas, asociaciones civiles y ejidales",1134|1135,2,3d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,0,0,1,1,1,1,1,1,2133,18,3798,0,0,18,3798,18,3798,18,3798,"Directivos de organizaciones humanitarias, religiosas, asociaciones civiles y ejidales",1134|1135,2,3d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,1359,14,3733,14,3733,14,3733,14,3733,14,3733,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este subgrupo,2343,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,1359,14,3733,14,3733,14,3733,14,3733,14,3733,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este subgrupo,2343,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,1359,14,3733,14,3733,14,3733,14,3733,14,3733,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este subgrupo,2343,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5220,13,3706,13,3706,13,3706,13,3706,13,3706,Preparadores de fibras e hilanderos,7331,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5220,13,3706,13,3706,13,3706,13,3706,13,3706,Preparadores de fibras e hilanderos,7331,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5220,13,3706,13,3706,13,3706,13,3706,13,3706,Preparadores de fibras e hilanderos,7331,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,1352,15,3705,15,3705,15,3705,15,3705,15,3705,Profesores de personas con problemas de audición y lenguaje,2341,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,1352,15,3705,15,3705,15,3705,15,3705,15,3705,Profesores de personas con problemas de audición y lenguaje,2341,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,1352,15,3705,15,3705,15,3705,15,3705,15,3705,Profesores de personas con problemas de audición y lenguaje,2341,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5303,19,3638,19,3638,19,3638,19,3638,19,3638,Operadores de máquinas en la preparación de frutas y legumbres,8161,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5303,19,3638,19,3638,19,3638,19,3638,19,3638,Operadores de máquinas en la preparación de frutas y legumbres,8161,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5303,19,3638,19,3638,19,3638,19,3638,19,3638,Operadores de máquinas en la preparación de frutas y legumbres,8161,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5551,6,3374,6,3374,6,3374,6,3374,6,3374,"Conductores de transporte de tracción animal (carretas, arrieros)",9322,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5551,6,3374,6,3374,6,3374,6,3374,6,3374,"Conductores de transporte de tracción animal (carretas, arrieros)",9322,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5551,6,3374,6,3374,6,3374,6,3374,6,3374,"Conductores de transporte de tracción animal (carretas, arrieros)",9322,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,1414,16,3109,16,3109,16,3109,16,3109,16,3109,Bailarines,2174,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,1414,16,3109,16,3109,16,3109,16,3109,16,3109,Bailarines,2174,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,1414,16,3109,16,3109,16,3109,16,3109,16,3109,Bailarines,2174,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,1162,6,3087,6,3087,6,3087,6,3087,6,3087,Profesionistas en ciencias políticas y administración pública,2133,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,1162,6,3087,6,3087,6,3087,6,3087,6,3087,Profesionistas en ciencias políticas y administración pública,2133,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,1162,6,3087,6,3087,6,3087,6,3087,6,3087,Profesionistas en ciencias políticas y administración pública,2133,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5529,10,2947,10,2947,10,2947,10,2947,10,2947,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este subgrupo,8349,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5529,10,2947,10,2947,10,2947,10,2947,10,2947,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este subgrupo,8349,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5529,10,2947,10,2947,10,2947,10,2947,10,2947,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este subgrupo,8349,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5312,4,2777,4,2777,4,2777,4,2777,4,2777,Operadores de máquinas y equipos para la obtención de agua,8113,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5312,4,2777,4,2777,4,2777,4,2777,4,2777,Operadores de máquinas y equipos para la obtención de agua,8113,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5312,4,2777,4,2777,4,2777,4,2777,4,2777,Operadores de máquinas y equipos para la obtención de agua,8113,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5110,11,2744,11,2744,11,2744,11,2744,11,2744,"Jefes, coordinadores y similares en la extracción en minas, canteras y pozos",1612,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5110,11,2744,11,2744,11,2744,11,2744,11,2744,"Jefes, coordinadores y similares en la extracción en minas, canteras y pozos",1612,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5110,11,2744,11,2744,11,2744,11,2744,11,2744,"Jefes, coordinadores y similares en la extracción en minas, canteras y pozos",1612,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,1461,20,2713,20,2713,20,2713,20,2713,20,2713,"Magos, payasos, malabaristas, cirqueros y similares en establecimientos",2553,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,1461,20,2713,20,2713,20,2713,20,2713,20,2713,"Magos, payasos, malabaristas, cirqueros y similares en establecimientos",2553,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,1461,20,2713,20,2713,20,2713,20,2713,20,2713,"Magos, payasos, malabaristas, cirqueros y similares en establecimientos",2553,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5229,16,2694,16,2694,16,2694,16,2694,16,2694,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,7999,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5229,16,2694,16,2694,16,2694,16,2694,16,2694,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,7999,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5229,16,2694,16,2694,16,2694,16,2694,16,2694,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,7999,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5411,13,2675,13,2675,13,2675,13,2675,13,2675,"Cargadores y similares en la extracción en minas, canteras y pozos",9212,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5411,13,2675,13,2675,13,2675,13,2675,13,2675,"Cargadores y similares en la extracción en minas, canteras y pozos",9212,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5411,13,2675,13,2675,13,2675,13,2675,13,2675,"Cargadores y similares en la extracción en minas, canteras y pozos",9212,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,8304,15,2606,15,2606,15,2606,15,2606,15,2606,Personal de aduanas y migración,2522,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,8304,15,2606,15,2606,15,2606,15,2606,15,2606,Personal de aduanas y migración,2522,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,8304,15,2606,15,2606,15,2606,15,2606,15,2606,Personal de aduanas y migración,2522,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,6201,12,2524,12,2524,12,2524,12,2524,12,2524,"Mecanógrafos, taquígrafos, estenógrafos y escribanos",3112,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,6201,12,2524,12,2524,12,2524,12,2524,12,2524,"Mecanógrafos, taquígrafos, estenógrafos y escribanos",3112,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,6201,12,2524,12,2524,12,2524,12,2524,12,2524,"Mecanógrafos, taquígrafos, estenógrafos y escribanos",3112,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5207,6,2478,6,2478,6,2478,6,2478,6,2478,"Trabajadores en la elaboración de aceites, grasas, sal y especias",7516,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5207,6,2478,6,2478,6,2478,6,2478,6,2478,"Trabajadores en la elaboración de aceites, grasas, sal y especias",7516,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel_enoe,1,1,1,1,1,1,1,1,5207,6,2478,6,2478,6,2478,6,2478,6,2478,"Trabajadores en la elaboración de aceites, grasas, sal y especias",7516,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial,1,1,1,1,1,1,1,1,5226,17,2333,17,2333,17,2333,17,2333,17,2333,"Peleteros, cortadores, curtidores y pintores de cuero, piel y similares",7352,1,4d,NA,NA,NA,NA,NA,NA,NA
oficial_panel,1,1,1,1,1,1,1,1,5226,17,2333,17,2333,17,2333,17,2333,17,2333,"Peleteros, cortadores, curtidores y pintores de cuero, piel y similares",7352,1,4d,NA,NA,NA,NA,NA,NA,NA
